"AreaID","Kingdom","Class","Family","ScientificName","CommonName","Superseded","NCA","EPBC","Endemicity","WetlandStatus"
"national-park-daintree","plants","land plants","Calymperaceae","Calymperes moluccense",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Calymperaceae","Leucophanes octoblepharoides",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Calymperaceae","Mitthyridium",,,,,"U",,
"national-park-daintree","plants","land plants","Calymperaceae","Mitthyridium papuanum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Calymperaceae","Mitthyridium perundulatum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Calymperaceae","Mitthyridium repens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Calymperaceae","Syrrhopodon trachyphyllus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Calymperaceae","Syrrhopodon tristichus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Cannabaceae","Trema cannabina",,,,,"IU",,
"national-park-daintree","plants","land plants","Cannabaceae","Trema tomentosa var. aspera",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cannabaceae","Trema tomentosa var. tomentosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Cardiopteridaceae","Cardiopteris moluccana",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Cardiopteridaceae","Citronella smythii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Casuarinaceae","Allocasuarina littoralis",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Casuarinaceae","Casuarina equisetifolia subsp. equisetifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Casuarinaceae","Casuarina equisetifolia subsp. incana",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Casuarinaceae","Gymnostoma australianum",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Celastraceae","Dinghoua globularis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Celastraceae","Elaeodendron melanocarpum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Celastraceae","Hedraianthera porphyropetala","hedrianthera",,"C",,"QA",,
"national-park-daintree","plants","land plants","Celastraceae","Hippocratea barbata","knotvine",,"C",,"Q",,
"national-park-daintree","plants","land plants","Celastraceae","Hypsophila dielsiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Celastraceae","Salacia chinensis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Celastraceae","Siphonodon membranaceus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Cephaloziaceae","Nowellia langii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Clusiaceae","Garcinia brassii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Clusiaceae","Garcinia warrenii",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Clusiaceae","Garcinia zichii",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Combretaceae","Lumnitzera littorea",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Combretaceae","Terminalia arenicola","beach almond",,"C",,"QA",,
"national-park-daintree","plants","land plants","Combretaceae","Terminalia catappa",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Combretaceae","Terminalia muelleri",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Combretaceae","Terminalia sericocarpa","damson",,"C",,"QA",,
"national-park-daintree","plants","land plants","Commelinaceae","Floscopa scandens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Connaraceae","Connarus conchocarpus subsp. conchocarpus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Connaraceae","Rourea brachyandra",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Convolvulaceae","Camonea pilosa",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Convolvulaceae","Decalobanthus peltatus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Convolvulaceae","Erycibe coccinea",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Convolvulaceae","Ipomoea indica","blue morning-glory",,,,"IU",,
"national-park-daintree","plants","land plants","Convolvulaceae","Ipomoea littoralis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Convolvulaceae","Operculina riedeliana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Costaceae","Costus dubius",,,,,"IU",,
"national-park-daintree","plants","land plants","Costaceae","Tapeinochilos ananassae",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Crassulaceae","Bryophyllum pinnatum","resurrection plant",,,,"IU",,
"national-park-daintree","plants","land plants","Cucurbitaceae","Neoalsomitra clavigera",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Cunoniaceae","Ceratopetalum corymbosum",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Cunoniaceae","Ceratopetalum iugumensis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Cunoniaceae","Ceratopetalum macrophyllum",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Cunoniaceae","Davidsonia pruriens",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Cunoniaceae","Gillbeea whypallana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Cunoniaceae","Pseudoweinmannia apetala",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Cunoniaceae","Pullea stutzeri","hard alder",,"C",,"Q",,
"national-park-daintree","plants","land plants","Cyatheaceae","Alsophila rebeccae",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Cyatheaceae","Sphaeropteris cooperi",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Cyperaceae","Bulbostylis densa",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Carex horsfieldii",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Cyperaceae","Carex indica",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Cyperaceae","Carex maculata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Carex rafflesiana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Cyperaceae","Cyperus aromaticus",,,,,"IU",,
"national-park-daintree","plants","land plants","Cyperaceae","Cyperus distans",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Cyperus mindorensis",,,,,"IU",,
"national-park-daintree","plants","land plants","Cyperaceae","Cyperus multispiceus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Cyperaceae","Cyperus pilosus",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Cyperus polystachyos var. polystachyos",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Cyperus sphacelatus",,,,,"IU",,
"national-park-daintree","plants","land plants","Cyperaceae","Cyperus stoloniferus",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Eleocharis geniculata",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Eleocharis nuda",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Exocarya scleroides",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Fimbristylis acicularis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Fimbristylis dichotoma","common fringe-rush",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Fimbristylis ferruginea",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Fimbristylis littoralis",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Fimbristylis schoenoides",,,"C",,"QA","I",
"national-park-daintree","plants","land plants","Cyperaceae","Gahnia sieberiana","sword grass",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Hypolytrum compactum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Cyperaceae","Hypolytrum nemorum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Lepidosperma laterale",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Cyperaceae","Machaerina rubiginosa",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Mapania macrocephala",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Paramapania parvibractea",,,"V",,"QI",,
"national-park-daintree","plants","land plants","Cyperaceae","Rhynchospora brownii","beak rush",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Rhynchospora corymbosa",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Rhynchospora leae",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Cyperaceae","Rhynchospora rubra",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Schoenus calostachyus",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Schoenus melanostachys",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Cyperaceae","Schoenus sparteus",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Scirpodendron ghaeri",,,"C",,"QI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Scleria",,,,,"U",,
"national-park-daintree","plants","land plants","Cyperaceae","Scleria ciliaris",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Scleria corymbosa",,,"C",,"QI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Scleria levis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Scleria polycarpa",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Cyperaceae","Scleria scrobiculata",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Scleria sumatrensis",,,"C",,"QI","I",
"national-park-daintree","plants","land plants","Cyperaceae","Scleria terrestris",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Daltoniaceae","Bryobrothera crenulata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Daltoniaceae","Calyptrochaeta brassii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Davalliaceae","Davallia repens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Dennstaedtiaceae","Hypolepis tenuifolia",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Dennstaedtiaceae","Microlepia speluncae","cave fern",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Dicranaceae","Dicranoloma",,,,,"U",,
"national-park-daintree","plants","land plants","Dicranaceae","Dicranoloma austroscoparium",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Dicranaceae","Dicranoloma menziesii",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Dicranaceae","Eucamptodon",,,,,"U",,
"national-park-daintree","plants","land plants","Dicranaceae","Eucamptodon scalarirete",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Dicranaceae","Holomitrium perichaetiale",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Dicranaceae","Leucoloma molle",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Dilleniaceae","Dillenia alata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Dilleniaceae","Hibbertia banksii forma banksii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Dilleniaceae","Hibbertia scandens",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Dilleniaceae","Hibbertia scandens var. glabra",,Y,,,"XU",,
"national-park-daintree","plants","land plants","Dilleniaceae","Tetracera daemeliana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Dilleniaceae","Tetracera nordtiana var. moluccana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Dilleniaceae","Tetracera nordtiana var. nordtiana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Dilleniaceae","Tetracera nordtiana var. wuthiana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Ditrichaceae","Garckea flexuosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Dracaenaceae","Dracaena angustifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Droseraceae","Drosera prolifera","trailing sundew",,"V","V","Q","I",
"national-park-daintree","plants","land plants","Droseraceae","Drosera spatulata var. spatulata",,,"SL",,"QAI","I",
"national-park-daintree","plants","land plants","Dryopteridaceae","Bolbitis taylorii",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Dryopteridaceae","Elaphoglossum queenslandicum","tongue fern",,"SL",,"Q",,
"national-park-daintree","plants","land plants","Dryopteridaceae","Lastreopsis poecilophlebia",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Ebenaceae","Diospyros laurina",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Ebenaceae","Diospyros pluviatilis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Ebenaceae","Diospyros uvida",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Aceratium concinnum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Aceratium megalospermum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus",,,,,"U",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus bancroftii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus elliffii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus ferruginiflorus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus foveolatus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus grahamii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus grandis","blue quandong",,"C",,"QA",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus hylobroma",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus johnsonii","Kuranda quandong",,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus michaelii",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus obovatus subsp. umbratilis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus sp. (Windsor Tableland L.W.Jessup+ GJM1378)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Elaeocarpus stellaris",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Sloanea",,,,,"U",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Sloanea langii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Elaeocarpaceae","Sloanea macbrydei","northern yellow carabeen",,"C",,"Q",,
"national-park-daintree","plants","land plants","Ericaceae","Acrothamnus spathaceus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Ericaceae","Paphia meiniana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Ericaceae","Rhododendron",,,,,"U",,
"national-park-daintree","plants","land plants","Ericaceae","Rhododendron lochiae","native rhododendron",,"C",,"Q",,
"national-park-daintree","plants","land plants","Ericaceae","Trochocarpa bellendenkerensis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Eriocaulaceae","Eriocaulon athertonense",,,"C",,"Q","I",
"national-park-daintree","plants","land plants","Eriocaulaceae","Eriocaulon australe",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Eriocaulaceae","Eriocaulon willdenovianum",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Escalloniaceae","Polyosma hirsuta",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Escalloniaceae","Polyosma rigidiuscula",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Aleurites rockinghamensis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Codiaeum variegatum var. moluccanum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Croton triacros",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Endospermum myrmecophilum","endospermum",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Euphorbia heterophylla",,,,,"IU",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Excoecaria agallocha","milky mangrove",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Euphorbiaceae","Homalanthus novoguineensis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Macaranga involucrata var. mallotoides",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Macaranga polyadenia",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Macaranga subdentata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Mallotus mollissimus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Mallotus paniculatus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Manihot esculenta",,,,,"IU",,
"national-park-daintree","plants","land plants","Euphorbiaceae","Rockinghamia angustifolia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Eupomatiaceae","Eupomatia laurina","bolwarra",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Fissidentaceae","Fissidens oblongifolius",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Fissidentaceae","Fissidens serratus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Flagellariaceae","Flagellaria indica","whip vine",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Gentianaceae","Fagraea cambagei",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Geocalycaceae","Saccogynidium rigidulum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Gesneriaceae","Lenbrassia australiana var. australiana",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Gesneriaceae","Lenbrassia australiana var. glabrescens",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Gleicheniaceae","Dicranopteris linearis var. altissima",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Gleicheniaceae","Dicranopteris linearis var. linearis",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Gleicheniaceae","Gleichenia dicarpa","pouched coral fern",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Gleicheniaceae","Sticherus flabellatus var. compactus",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Goodeniaceae","Goodenia mystrophylla",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Goodeniaceae","Lechenaultia peregrina",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Goodeniaceae","Scaevola enantophylla",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Goodeniaceae","Scaevola taccada","Cardwell cabbage",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Haloragaceae","Gonocarpus acanthocarpus",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Haloragaceae","Gonocarpus sp. (Thornton Peak L.J.Brass+ 249)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Hamamelidaceae","Noahdendron nicholasii",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Hernandiaceae","Hernandia albiflora",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Hernandiaceae","Hernandia nymphaeifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Hydrocharitaceae","Blyxa aubertii",,,"SL",,"QAI","I",
"national-park-daintree","plants","land plants","Hymenophyllaceae","Abrodictyum brassii",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Abrodictyum obscurum",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Cephalomanes atrovirens",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Crepidomanes aphlebioides",,,"CR",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Crepidomanes barnardianum",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Crepidomanes bipunctatum",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Crepidomanes humile",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Crepidomanes proliferum",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Crepidomanes saxifragoides",,,"SL",,"QA",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Didymoglossum bimarginatum",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Didymoglossum motleyi",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Didymoglossum tahitense",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Hymenophyllum baileyanum",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Hymenophyllum javanicum",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Hymenophyllum kerianum",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Hymenophyllum pallidum",,,"NT",,"QI",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Hymenophyllum samoense",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Hymenophyllum whitei",,,"CR","EX","Q",,
"national-park-daintree","plants","land plants","Hymenophyllaceae","Vandenboschia johnstonensis",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Hypnaceae","Ectropothecium",,,,,"U",,
"national-park-daintree","plants","land plants","Hypnaceae","Hypnaceae",,,,,"U",,
"national-park-daintree","plants","land plants","Hypnaceae","Hypnum",,,,,"U",,
"national-park-daintree","plants","land plants","Hypnaceae","Taxiphyllum",,,,,"U",,
"national-park-daintree","plants","land plants","Hypnodendraceae","Hypnodendron vitiense",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Icacinaceae","Apodytes brachystylis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Iridaceae","Geosiris australiensis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lamiaceae","Clerodendrum floribundum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lamiaceae","Clerodendrum inerme","coastal lolly bush",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lamiaceae","Clerodendrum tracyanum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lamiaceae","Glossocarya hemiderma",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lamiaceae","Gmelina dalrympleana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lamiaceae","Gmelina fasciculiflora",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lamiaceae","Hyptis capitata",,,,,"IU",,
"national-park-daintree","plants","land plants","Lamiaceae","Mesosphaerum pectinatum",,,,,"IU",,
"national-park-daintree","plants","land plants","Lamiaceae","Orthosiphon aristatus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lamiaceae","Premna serratifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lamiaceae","Vitex queenslandica",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lamiaceae","Vitex rotundifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lamiaceae","Vitex trifolia var. trifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lauraceae","Beilschmiedia bancroftii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Beilschmiedia castrisinensis",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Beilschmiedia obtusifolia","hard bolly gum",,"C",,"QA",,
"national-park-daintree","plants","land plants","Lauraceae","Beilschmiedia tooram",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Beilschmiedia volckii","Boonjee blush walnut",,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya angulata","ivory laurel",,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya bellendenkerana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya clarksoniana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya corrugata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya cunninghamii",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya densiflora",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya grandis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya hypospodia","north Queensland purple laurel",,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya laevigata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya leucophylla",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya lividula",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya mackinnoniana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya murrayi","Murray's laurel",,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya oblata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Cryptocarya pleurosperma",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra acuminata",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra bessaphila",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra compressa",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra cooperana",,,"E","E","Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra glauca",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra grayi",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra hypotephra","blue walnut",,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra insignis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra leptodendron",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra longipedicellata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra microneura",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra monothyra subsp. monothyra",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra montana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra phaeocarpa",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra sankeyana","Sankey's walnut",,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Endiandra wolfei",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Lindera queenslandica",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Litsea",,,,,"U",,
"national-park-daintree","plants","land plants","Lauraceae","Litsea bindoniana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Lauraceae","Litsea breviumbellata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Lauraceae","Litsea leefeana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Lauraceae","Neolitsea dealbata","white bolly gum",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Laxmanniaceae","Cordyline cannifolia",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Laxmanniaceae","Eustrephus latifolius","wombat berry",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Laxmanniaceae","Lomandra altior",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Laxmanniaceae","Romnalda grallata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Laxmanniaceae","Romnalda ophiopogonoides",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Lecythidaceae","Barringtonia racemosa",,,"C",,"QI","I",
"national-park-daintree","plants","land plants","Lecythidaceae","Planchonia careya","cockatoo apple",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Leguminosae","Acacia cincinnata",,,"C",,"QA",,
